id,name,gender,dob,image_url,description,analysis,level,program,created_at,cgpa
26,Nur Ng_26,Male,2000-03-16,https://api.example.com/avatar/26.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.679444,
27,John Hussein_27,Other,1997-10-13,https://api.example.com/avatar/27.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.679646,
28,Nur Kumar_28,Female,1999-01-27,https://api.example.com/avatar/28.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.679842,
29,Hassan Lee_29,Female,2003-04-07,https://api.example.com/avatar/29.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.680032,
30,John Tan_30,Female,2003-10-31,https://api.example.com/avatar/30.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.680231,
31,Aisha Lee_31,Other,1999-04-13,https://api.example.com/avatar/31.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.680439,
32,Ibrahim Tan_32,Male,1997-02-05,https://api.example.com/avatar/32.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.680579,
33,Lim Wong_33,Male,1998-05-21,https://api.example.com/avatar/33.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.680775,
34,Aisha Smith_34,Other,2002-05-02,https://api.example.com/avatar/34.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.680909,
35,Aisha Wong_35,Other,2002-12-05,https://api.example.com/avatar/35.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.681100,
36,John Ng_36,Other,2007-11-19,https://api.example.com/avatar/36.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.681280,
37,Wei Hussein_37,Other,2005-09-24,https://api.example.com/avatar/37.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.681529,
38,Ibrahim Bin_38,Female,1998-08-25,https://api.example.com/avatar/38.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.681718,
39,Mary Wong_39,Female,2006-04-02,https://api.example.com/avatar/39.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.681896,
40,Nur Lim_40,Male,2005-06-01,https://api.example.com/avatar/40.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.682041,
41,Hassan Lim_41,Male,1998-02-25,https://api.example.com/avatar/41.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.682248,
42,Hassan Lim_42,Female,2004-12-11,https://api.example.com/avatar/42.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.682519,
43,Wei Ng_43,Other,1997-02-18,https://api.example.com/avatar/43.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.682719,
44,Lim Bin_44,Other,1996-11-26,https://api.example.com/avatar/44.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.682911,
45,Aisha Lee_45,Other,2001-12-12,https://api.example.com/avatar/45.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.683049,
46,Lim Lee_46,Female,2005-11-05,https://api.example.com/avatar/46.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.683235,
47,Mary Binti_47,Other,1999-12-18,https://api.example.com/avatar/47.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.683490,
48,John Lee_48,Other,2002-01-02,https://api.example.com/avatar/48.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.683718,
49,Nur Smith_49,Female,2006-01-15,https://api.example.com/avatar/49.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.683906,
50,Wei Ng_50,Female,2004-09-08,https://api.example.com/avatar/50.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.684088,
51,Sofia Lim_51,Male,2001-10-13,https://api.example.com/avatar/51.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.684280,
52,Ahmad Bin_52,Female,2004-08-10,https://api.example.com/avatar/52.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.684456,
53,Ibrahim Wong_53,Male,2000-05-30,https://api.example.com/avatar/53.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.684640,
54,Hassan Lim_54,Other,1999-06-06,https://api.example.com/avatar/54.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.684801,
55,Ibrahim Lim_55,Other,1998-05-10,https://api.example.com/avatar/55.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.685061,
56,John Binti_56,Other,2007-03-31,https://api.example.com/avatar/56.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.685346,
57,Hassan Lee_57,Other,2005-01-02,https://api.example.com/avatar/57.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.685650,
58,Aisha Tan_58,Male,1998-10-23,https://api.example.com/avatar/58.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.685929,
59,John Smith_59,Male,2003-09-24,https://api.example.com/avatar/59.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.686226,
60,Sofia Lee_60,Other,1999-12-06,https://api.example.com/avatar/60.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.686347,
61,Lim Lee_61,Other,1999-06-03,https://api.example.com/avatar/61.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.686562,
62,Aisha Binti_62,Male,2004-01-19,https://api.example.com/avatar/62.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.686763,
63,Ahmad Smith_63,Female,2003-04-29,https://api.example.com/avatar/63.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.686924,
64,Aisha Tan_64,Female,2006-07-02,https://api.example.com/avatar/64.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.687059,
65,Lim Lee_65,Female,2005-04-27,https://api.example.com/avatar/65.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.687262,
66,John Lee_66,Male,2007-09-22,https://api.example.com/avatar/66.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.687448,
67,Siti Bin_67,Female,2006-10-26,https://api.example.com/avatar/67.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.687644,
68,Nur Ng_68,Male,2005-09-05,https://api.example.com/avatar/68.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.687853,
69,Mary Bin_69,Female,2000-02-29,https://api.example.com/avatar/69.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.688037,
70,Hassan Bin_70,Male,2005-06-08,https://api.example.com/avatar/70.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.688187,
71,Siti Hussein_71,Male,2001-06-20,https://api.example.com/avatar/71.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.688394,
72,Chun Lee_72,Other,1998-11-05,https://api.example.com/avatar/72.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.688540,
73,Siti Kumar_73,Male,1998-09-28,https://api.example.com/avatar/73.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.688704,
74,Ahmad Kumar_74,Other,2006-05-10,https://api.example.com/avatar/74.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.688933,
75,Aisha Bin_75,Female,2005-03-03,https://api.example.com/avatar/75.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.689384,
76,John Kumar_76,Other,2005-03-25,https://api.example.com/avatar/76.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.689683,
77,Nur Lee_77,Male,1997-10-12,https://api.example.com/avatar/77.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.689924,
78,Chun Binti_78,Male,1998-06-26,https://api.example.com/avatar/78.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.690138,
79,John Hussein_79,Female,2001-11-20,https://api.example.com/avatar/79.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.690339,
80,Ali Kumar_80,Male,2006-11-24,https://api.example.com/avatar/80.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.690581,
81,John Smith_81,Male,2003-12-19,https://api.example.com/avatar/81.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.690763,
82,John Wong_82,Other,1997-01-23,https://api.example.com/avatar/82.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.690939,
83,Nur Hussein_83,Other,1998-05-13,https://api.example.com/avatar/83.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.691183,
84,John Lee_84,Male,2005-05-06,https://api.example.com/avatar/84.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.691390,
85,Sofia Hussein_85,Other,2000-04-14,https://api.example.com/avatar/85.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.691566,
86,Siti Lee_86,Female,2001-04-12,https://api.example.com/avatar/86.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.691756,
87,Aisha Binti_87,Other,2001-02-28,https://api.example.com/avatar/87.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.691973,
88,Lim Ng_88,Female,1999-01-04,https://api.example.com/avatar/88.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.692251,
89,Ahmad Binti_89,Female,2002-01-23,https://api.example.com/avatar/89.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.692570,
90,Sofia Wong_90,Male,1998-06-26,https://api.example.com/avatar/90.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.692788,
91,Lim Binti_91,Other,1999-08-30,https://api.example.com/avatar/91.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.692994,
92,Ahmad Binti_92,Female,2006-07-22,https://api.example.com/avatar/92.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.693297,
93,Nur Wong_93,Male,2006-03-07,https://api.example.com/avatar/93.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.693704,
94,Ibrahim Hussein_94,Female,2004-12-02,https://api.example.com/avatar/94.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.694080,
95,John Lim_95,Female,2003-05-17,https://api.example.com/avatar/95.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.694301,
96,Mary Smith_96,Female,1996-11-21,https://api.example.com/avatar/96.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.694560,
97,Ibrahim Smith_97,Female,2000-09-13,https://api.example.com/avatar/97.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.694804,
98,Chun Kumar_98,Female,1999-04-18,https://api.example.com/avatar/98.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.695058,
99,Lim Tan_99,Female,1997-09-19,https://api.example.com/avatar/99.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.695236,
100,Mary Wong_100,Male,1998-08-13,https://api.example.com/avatar/100.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.695439,
101,Ibrahim Binti_101,Other,2000-02-19,https://api.example.com/avatar/101.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.695759,
102,Ali Lim_102,Female,1999-08-14,https://api.example.com/avatar/102.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.695943,
103,Ali Hussein_103,Other,2006-12-10,https://api.example.com/avatar/103.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.696080,
104,Nur Smith_104,Other,1998-01-28,https://api.example.com/avatar/104.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.696321,
105,Aisha Kumar_105,Male,1997-01-15,https://api.example.com/avatar/105.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.696503,
106,Nur Hussein_106,Female,1998-12-07,https://api.example.com/avatar/106.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.696747,
107,Nur Smith_107,Female,2007-01-11,https://api.example.com/avatar/107.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.696944,
108,Nur Wong_108,Other,2000-12-19,https://api.example.com/avatar/108.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.697176,
109,Siti Lim_109,Other,2000-07-02,https://api.example.com/avatar/109.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.697335,
110,John Lee_110,Male,2003-01-06,https://api.example.com/avatar/110.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.697478,
111,Siti Lee_111,Male,2001-04-17,https://api.example.com/avatar/111.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.697626,
112,Sofia Lee_112,Female,2002-09-27,https://api.example.com/avatar/112.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.697825,
113,Nur Bin_113,Female,1998-04-05,https://api.example.com/avatar/113.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.698025,
114,Ali Hussein_114,Female,1998-08-02,https://api.example.com/avatar/114.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.698225,
115,Sofia Lim_115,Female,2003-11-20,https://api.example.com/avatar/115.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.698379,
116,John Tan_116,Female,1998-07-13,https://api.example.com/avatar/116.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.698586,
117,Ali Kumar_117,Male,2006-11-28,https://api.example.com/avatar/117.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.698822,
118,Ahmad Lim_118,Other,2004-04-19,https://api.example.com/avatar/118.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.699038,
119,Wei Bin_119,Other,1997-08-31,https://api.example.com/avatar/119.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.699274,
120,Aisha Tan_120,Female,2002-06-27,https://api.example.com/avatar/120.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.699492,
121,Chun Binti_121,Other,2004-05-10,https://api.example.com/avatar/121.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.699691,
122,Mary Bin_122,Female,1998-02-27,https://api.example.com/avatar/122.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.699935,
123,Nur Wong_123,Female,2001-06-17,https://api.example.com/avatar/123.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.700057,
124,Mary Hussein_124,Other,2007-09-02,https://api.example.com/avatar/124.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.700326,
125,Mary Hussein_125,Male,2006-12-12,https://api.example.com/avatar/125.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.700554,
126,Lim Hussein_126,Male,2003-09-22,https://api.example.com/avatar/126.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.700731,
127,Aisha Ng_127,Female,1999-07-30,https://api.example.com/avatar/127.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.700991,
128,Hassan Ng_128,Male,2003-12-15,https://api.example.com/avatar/128.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.701193,
129,John Lim_129,Other,2003-12-30,https://api.example.com/avatar/129.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.701375,
130,Ibrahim Wong_130,Other,2001-12-30,https://api.example.com/avatar/130.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.701638,
131,Chun Bin_131,Female,2003-09-08,https://api.example.com/avatar/131.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.701885,
132,Sofia Smith_132,Male,2000-03-29,https://api.example.com/avatar/132.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.702090,
133,Hassan Kumar_133,Female,2003-04-06,https://api.example.com/avatar/133.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.702297,
134,Mary Lim_134,Male,2007-10-25,https://api.example.com/avatar/134.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.702485,
135,Ibrahim Lim_135,Female,2003-10-24,https://api.example.com/avatar/135.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.702747,
136,Mary Hussein_136,Other,2007-05-07,https://api.example.com/avatar/136.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.702999,
137,Mary Hussein_137,Male,1997-07-25,https://api.example.com/avatar/137.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.703267,
138,John Wong_138,Male,2001-01-14,https://api.example.com/avatar/138.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.703384,
139,Lim Wong_139,Male,2005-03-12,https://api.example.com/avatar/139.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.703554,
140,Lim Lee_140,Female,2003-03-23,https://api.example.com/avatar/140.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.703758,
141,Ahmad Hussein_141,Male,2002-04-14,https://api.example.com/avatar/141.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.703967,
142,Chun Smith_142,Male,1998-01-17,https://api.example.com/avatar/142.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.704161,
143,Ibrahim Lim_143,Female,2000-10-05,https://api.example.com/avatar/143.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.704349,
144,Lim Bin_144,Other,2002-12-17,https://api.example.com/avatar/144.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.704562,
145,Hassan Hussein_145,Other,1999-04-13,https://api.example.com/avatar/145.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.704762,
146,Sofia Lim_146,Male,2002-04-21,https://api.example.com/avatar/146.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.705036,
147,Ahmad Bin_147,Female,1998-02-21,https://api.example.com/avatar/147.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.705224,
148,Ali Lim_148,Male,2004-08-14,https://api.example.com/avatar/148.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.705418,
149,Lim Lim_149,Other,1998-02-23,https://api.example.com/avatar/149.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.705656,
150,Nur Hussein_150,Other,2005-06-02,https://api.example.com/avatar/150.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.705967,
151,Chun Wong_151,Other,2005-01-22,https://api.example.com/avatar/151.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.706290,
152,Nur Lim_152,Female,1998-04-14,https://api.example.com/avatar/152.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.706490,
153,John Bin_153,Female,2005-06-01,https://api.example.com/avatar/153.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.706685,
154,Ali Lim_154,Male,2006-06-13,https://api.example.com/avatar/154.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.706785,
155,Mary Lee_155,Other,2004-08-06,https://api.example.com/avatar/155.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.706937,
156,Mary Binti_156,Other,2002-07-29,https://api.example.com/avatar/156.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.707115,
157,Hassan Hussein_157,Female,2007-07-16,https://api.example.com/avatar/157.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.707289,
158,Ali Bin_158,Male,1997-10-31,https://api.example.com/avatar/158.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.707503,
159,Ibrahim Bin_159,Female,2003-10-11,https://api.example.com/avatar/159.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.707769,
160,Aisha Tan_160,Male,2007-01-29,https://api.example.com/avatar/160.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.707941,
161,Mary Smith_161,Male,2007-08-16,https://api.example.com/avatar/161.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.708138,
162,Nur Smith_162,Female,2001-06-29,https://api.example.com/avatar/162.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.708322,
163,John Wong_163,Female,1997-04-07,https://api.example.com/avatar/163.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.708513,
